#date=2025-05-08 15:37:00
#batch_size=64
#test_batch_size=64
#aug_batch_size=2048
#base_lr=0.1
#actual_lr=0.1
#epochs=200
#model=CIFAR-ResNet18
#optimizer=Adam
"#scheduler=StepLR(step_size=5, gamma=0.1)"
"#alpha_list=[0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]"
#num_workers=2
"#data_augment=RandomCrop, RandomHorizontalFlip, ColorJitter, Normalize"
# mixup_alpha=
# cutmix_alpha=
# randaugment_n=
# randaugment_m=
# randomerasing_p=
epoch,alpha=0.0_acc,alpha=0.1_acc,alpha=0.2_acc,alpha=0.3_acc,alpha=0.4_acc,alpha=0.5_acc,alpha=0.6_acc,alpha=0.7_acc,alpha=0.8_acc,alpha=0.9_acc,alpha=1.0_acc,alpha=0.0_loss,alpha=0.1_loss,alpha=0.2_loss,alpha=0.3_loss,alpha=0.4_loss,alpha=0.5_loss,alpha=0.6_loss,alpha=0.7_loss,alpha=0.8_loss,alpha=0.9_loss,alpha=1.0_loss
118,0.8763,0.8784,0.8789,0.8746,0.8781,0.8692,0.8707,0.8782,0.8783,0.8541,0.8677,0.4622,0.4991,0.3732,0.4436,0.4795,0.2943,0.7776,0.4303,0.5008,0.5169,0.4832
119,0.871,0.8758,0.8743,0.8743,0.871,0.8677,0.8737,0.8798,0.8755,0.8533,0.864,0.4757,0.3536,0.4228,0.5814,0.383,0.5531,0.4949,0.4042,0.449,0.4476,0.5398
120,0.8771,0.8794,0.877,0.8736,0.8779,0.8723,0.8732,0.8821,0.8774,0.8564,0.8616,0.4295,0.2981,0.4366,0.3823,0.4996,0.4897,0.3589,0.4067,0.5971,0.666,0.3333
121,0.8724,0.8792,0.8778,0.8744,0.8772,0.8682,0.8735,0.8773,0.8766,0.8534,0.8638,0.5313,0.4088,0.4132,0.5341,0.4056,0.6167,0.5931,0.6772,0.5122,0.5487,0.5746
122,0.8712,0.8761,0.8756,0.8773,0.8773,0.8692,0.8744,0.8784,0.8768,0.8524,0.8634,0.6198,0.447,0.5121,0.5168,0.7175,0.8125,0.693,0.4277,0.3347,0.5944,0.5987
123,0.8722,0.8773,0.8761,0.8769,0.8781,0.8701,0.8714,0.878,0.8781,0.8518,0.8632,0.6065,0.3526,0.6216,0.6238,0.4843,0.4977,0.3566,0.6219,0.2956,0.4315,0.4284
124,0.8736,0.8789,0.8793,0.8743,0.88,0.8692,0.8758,0.8792,0.8771,0.8549,0.8623,0.5664,0.3928,0.5663,0.5619,0.5623,0.4311,0.378,0.4803,0.8058,0.656,0.4212
125,0.8767,0.8809,0.8764,0.8749,0.8783,0.8695,0.8745,0.8793,0.8792,0.8526,0.8683,0.2992,0.4869,0.4895,0.5,0.4957,0.471,0.3698,0.353,0.6243,0.5147,0.4769
126,0.8717,0.8772,0.8765,0.874,0.8792,0.8679,0.8727,0.8791,0.8812,0.8527,0.8663,0.3742,0.3593,0.4631,0.491,0.4922,0.4614,0.4702,0.2179,0.3761,0.5778,0.5405
127,0.8734,0.8767,0.8741,0.873,0.8791,0.8703,0.8716,0.8835,0.8764,0.8555,0.8601,0.4372,0.4159,0.5837,0.4265,0.3213,0.5028,0.4338,0.2443,0.429,0.3969,0.6313
128,0.8702,0.8791,0.8789,0.8779,0.8775,0.8682,0.8718,0.8807,0.876,0.8544,0.8608,0.4768,0.3392,0.6788,0.8125,0.5786,0.8935,0.564,0.533,0.9877,0.4937,0.3255
129,0.8709,0.8766,0.8746,0.8751,0.8774,0.8676,0.8741,0.8788,0.877,0.8567,0.8638,0.4109,0.4241,0.4375,0.5461,0.401,0.4297,0.3111,0.3542,0.3495,0.5469,0.4349
130,0.8748,0.8771,0.8781,0.8778,0.8785,0.8695,0.8723,0.8775,0.8778,0.8539,0.8662,0.4904,0.3066,0.415,0.5783,0.5778,0.6995,0.3707,0.3734,0.5603,0.3752,0.4267
131,0.8705,0.8771,0.8735,0.8742,0.8767,0.868,0.8703,0.8804,0.8782,0.8553,0.8606,0.5927,0.4082,0.2079,0.3291,0.6095,0.3298,0.3338,0.4472,0.5774,0.5589,0.4138
132,0.8729,0.8797,0.878,0.8751,0.8751,0.8728,0.8746,0.8825,0.8793,0.8574,0.8665,0.4292,0.4745,0.3159,0.3692,0.3801,0.4435,0.5443,0.5003,0.4457,0.6331,0.4441
133,0.8708,0.8798,0.876,0.8756,0.8764,0.8699,0.8718,0.8765,0.8747,0.853,0.8627,0.4786,0.5185,0.5557,0.4659,0.4598,0.5633,0.2855,0.3777,0.5564,0.2942,0.4729
134,0.8738,0.8784,0.8759,0.8774,0.8793,0.8699,0.8694,0.8809,0.877,0.8569,0.8655,0.3874,0.3464,0.6225,0.7015,0.3323,0.433,0.3162,0.5569,0.5966,0.5361,0.4631
135,0.8781,0.8784,0.8774,0.876,0.8785,0.8714,0.8714,0.8795,0.8751,0.8556,0.8679,0.556,0.507,0.4439,0.4232,0.2553,0.4473,0.445,0.4241,0.4683,0.5219,0.3413
136,0.8742,0.879,0.8779,0.8741,0.8813,0.8697,0.8742,0.8798,0.8804,0.8534,0.8634,0.3513,0.6007,0.3993,0.4242,0.2696,0.5963,0.4814,0.4187,0.4904,0.6485,0.2855
137,0.8736,0.8799,0.8767,0.8729,0.8766,0.8693,0.8743,0.878,0.8718,0.8496,0.8676,0.2874,0.4458,0.4551,0.5468,0.3511,0.3913,0.3898,0.3543,0.348,0.6458,0.3101
138,0.8722,0.8782,0.8754,0.8729,0.8792,0.8688,0.8725,0.8782,0.8744,0.8558,0.8658,0.4639,0.5361,0.5115,0.3933,0.5321,0.7817,0.2717,0.3332,0.4095,0.4936,0.4146
139,0.8718,0.8771,0.8792,0.8751,0.8786,0.872,0.8698,0.8788,0.8793,0.8541,0.8659,0.2848,0.3767,0.299,0.5919,0.5867,0.4405,0.4447,0.4291,0.2684,0.5713,0.5883
140,0.8743,0.8785,0.8764,0.875,0.878,0.8664,0.8698,0.8763,0.8761,0.8516,0.8656,0.291,0.5131,0.3431,0.5015,0.5206,0.7725,0.5674,0.6079,0.445,0.5038,0.4233
141,0.874,0.8787,0.8802,0.874,0.8766,0.8697,0.8754,0.8816,0.8787,0.8527,0.8652,0.2865,0.4313,0.4302,0.5046,0.6499,0.6003,0.3852,0.2673,0.3383,0.3379,0.6875
142,0.8761,0.8792,0.8782,0.8743,0.8785,0.8697,0.8719,0.8808,0.8755,0.8593,0.8651,0.4493,0.2537,0.3097,0.3961,0.3455,0.6002,0.3056,0.3768,0.4327,0.5943,0.5533
143,0.872,0.8807,0.8764,0.8751,0.8784,0.8691,0.8728,0.8786,0.8799,0.8582,0.8642,0.5853,0.549,0.2783,0.4174,0.3366,0.333,0.3942,0.5734,0.5709,0.386,0.3828
144,0.8686,0.8792,0.8775,0.8756,0.8777,0.8708,0.8746,0.8783,0.8776,0.8509,0.862,0.4528,0.254,0.6467,0.6019,0.5229,1.046,0.65,0.5603,0.2592,0.7085,0.4686
145,0.8742,0.8799,0.8752,0.8764,0.877,0.8685,0.8762,0.8812,0.8749,0.8572,0.8622,0.501,0.4201,0.2618,0.3945,0.2458,0.2414,0.3885,0.4685,0.5704,0.5656,0.4572
146,0.8736,0.882,0.8797,0.8726,0.8739,0.8674,0.8713,0.8807,0.8738,0.8529,0.862,0.5288,0.3462,0.3556,0.4411,0.5143,0.3816,0.415,0.4723,0.4709,0.5354,0.3931
147,0.8718,0.8757,0.8783,0.8757,0.8781,0.8701,0.8714,0.8809,0.876,0.8539,0.8633,0.5317,0.3627,0.397,0.2872,0.1843,0.4254,0.5024,0.3281,0.3946,0.3745,0.3589
148,0.8712,0.8793,0.879,0.8755,0.8783,0.8732,0.8715,0.8759,0.8787,0.8555,0.8635,0.4977,0.3164,0.4612,0.4646,0.5377,0.444,0.5214,0.2645,0.3503,0.4352,0.5204
149,0.8739,0.8788,0.8778,0.8749,0.8771,0.8708,0.872,0.8818,0.8769,0.8538,0.8659,0.5167,0.4386,0.3369,0.2392,0.5078,0.6287,0.3323,0.3521,0.4627,0.6972,0.4981
150,0.8776,0.8755,0.8738,0.8753,0.8753,0.873,0.8736,0.8795,0.8762,0.8568,0.8645,0.4879,0.502,0.4282,0.6112,0.5607,0.3312,0.5244,0.4984,0.367,0.5776,0.3021
151,0.8707,0.8759,0.8789,0.8802,0.8768,0.8666,0.875,0.8761,0.879,0.854,0.8662,0.3008,0.3179,0.4714,0.4071,0.4188,0.506,0.47,0.3194,0.3065,0.4782,0.5559
152,0.8736,0.8781,0.8735,0.8746,0.8756,0.8662,0.8716,0.8823,0.8763,0.8531,0.8652,0.3138,0.4287,0.5533,0.3903,0.2725,0.3397,0.3921,0.4668,0.3793,0.5639,0.3748
153,0.8767,0.8814,0.8749,0.875,0.8765,0.8701,0.8731,0.8767,0.8736,0.8546,0.8604,0.4125,0.2946,0.2996,0.5863,0.3658,0.3333,0.4414,0.4061,0.5705,0.3761,0.6147
154,0.8731,0.8786,0.8778,0.8748,0.878,0.8672,0.8691,0.8822,0.8778,0.851,0.8647,0.322,0.2637,0.3048,0.3596,0.273,0.3539,0.41,0.6384,0.3595,0.499,0.4273
155,0.8727,0.8794,0.8754,0.8709,0.8793,0.8715,0.8712,0.8771,0.8795,0.8533,0.8636,0.377,0.331,0.4676,0.5002,0.4542,0.3977,0.3972,0.4087,0.4357,0.5201,0.5164
156,0.8724,0.8771,0.8794,0.8764,0.878,0.8697,0.8757,0.8813,0.8777,0.8553,0.8631,0.5818,0.3332,0.4439,0.4284,0.3061,0.2822,0.3249,0.2953,0.3759,0.432,0.4734
157,0.8716,0.8783,0.8761,0.877,0.8789,0.8718,0.8716,0.8773,0.8758,0.8563,0.8627,0.1824,0.4612,0.3959,0.4681,0.3865,0.3975,0.6245,0.5756,0.3513,0.2395,0.6045
158,0.8743,0.8769,0.8774,0.877,0.8767,0.8696,0.8746,0.8772,0.883,0.8558,0.8618,0.45,0.3778,0.4307,0.367,0.3376,0.5166,0.2004,0.3133,0.4049,0.3985,0.4988
159,0.8742,0.8746,0.8782,0.8752,0.8773,0.8699,0.8709,0.8805,0.8782,0.8527,0.8629,0.2855,0.2911,0.4032,0.3263,0.3493,0.3323,0.4342,0.3751,0.2868,0.3064,0.3627
160,0.8706,0.8772,0.873,0.8712,0.8756,0.8702,0.8676,0.8795,0.8774,0.855,0.8668,1.2147,0.2839,0.8484,0.1354,0.3794,0.2721,0.7243,0.2075,0.6204,0.4251,0.9271
161,0.8736,0.8769,0.8757,0.8781,0.8793,0.8691,0.8701,0.8791,0.8766,0.8542,0.863,0.4081,0.5544,0.5241,0.6043,0.263,0.4184,0.4231,0.2055,0.4165,0.4051,0.4652
162,0.8712,0.8787,0.8763,0.8771,0.8789,0.8688,0.8751,0.8773,0.876,0.8535,0.8632,0.333,0.3945,0.4064,0.2698,0.2835,0.2869,0.4137,0.2758,0.2992,0.2955,0.2818
163,0.8712,0.8769,0.8772,0.8786,0.8801,0.8731,0.8681,0.881,0.8778,0.8541,0.8668,0.4073,0.2524,0.2917,0.3778,0.2567,0.2936,0.2975,0.3975,0.2937,0.33,0.3743
164,0.8705,0.8754,0.8767,0.8743,0.8764,0.8673,0.8712,0.8784,0.875,0.8545,0.8639,0.3691,0.2745,0.6311,0.2735,0.2544,0.3988,0.453,0.2644,0.3423,0.4372,0.3085
165,0.8756,0.8768,0.8795,0.8782,0.8741,0.8751,0.8751,0.8762,0.8749,0.8579,0.8672,0.3997,0.3536,0.3643,0.3357,0.3621,0.4563,0.3633,0.3858,0.4443,0.5213,0.3548
166,0.8755,0.8762,0.8792,0.8768,0.876,0.8695,0.8704,0.8788,0.8772,0.8537,0.861,0.3215,0.5166,0.1583,0.3254,0.3634,0.4488,0.3319,0.4419,0.5058,0.3879,0.2944
167,0.8711,0.8753,0.8794,0.8754,0.8756,0.8695,0.8703,0.8807,0.8764,0.8547,0.8642,0.2301,0.4448,0.3933,0.3779,0.2795,0.2722,0.4186,0.2243,0.1863,0.5485,0.2719
168,0.8752,0.8776,0.8779,0.8761,0.8802,0.8711,0.8723,0.881,0.8768,0.8581,0.8627,0.2495,0.3825,0.2315,0.2899,0.3276,0.3259,0.347,0.3444,0.2706,0.211,0.3649
169,0.8723,0.8745,0.8778,0.8768,0.8776,0.8717,0.8725,0.8784,0.8764,0.8523,0.8649,0.4305,0.3164,0.4441,0.3512,0.2497,0.4879,0.4022,0.2184,0.2788,0.3361,0.3672
170,0.8761,0.8748,0.8761,0.8777,0.8737,0.8718,0.8735,0.881,0.878,0.8538,0.8605,0.4984,0.2052,0.3292,0.1902,0.3099,0.4437,0.2331,0.4555,0.4611,0.3189,0.2353
171,0.8719,0.8769,0.8763,0.8747,0.8795,0.8706,0.8709,0.8801,0.8759,0.8537,0.8632,0.234,0.3727,0.2096,0.3011,0.4159,0.4399,0.3723,0.2562,0.245,0.545,0.3556
172,0.8719,0.8762,0.8761,0.8749,0.8795,0.874,0.8726,0.8778,0.8779,0.8524,0.8629,0.2432,0.4576,0.2005,0.1953,0.3382,0.2593,0.2858,0.2625,0.3478,0.4723,0.305
173,0.8732,0.8782,0.8798,0.8755,0.8772,0.8699,0.8723,0.8779,0.8746,0.8531,0.8597,0.3575,0.2837,0.3559,0.2729,0.2882,0.3096,0.2215,0.1953,0.1583,0.3897,0.5167
174,0.8745,0.8756,0.8776,0.8743,0.8773,0.8697,0.8726,0.8808,0.8781,0.8545,0.8651,0.4382,0.466,0.6123,0.39,0.2238,0.4745,0.2911,0.4175,0.5765,0.2311,0.3378
175,0.8744,0.8761,0.8749,0.8769,0.8785,0.8685,0.8723,0.8809,0.8766,0.8521,0.865,0.5005,0.2672,0.3899,0.3533,0.2909,0.2748,0.4341,0.3648,0.3946,0.2715,0.5011
176,0.8725,0.877,0.8773,0.8733,0.8751,0.8694,0.8699,0.8748,0.878,0.8557,0.868,0.3808,0.5138,0.3587,0.4317,0.4211,0.764,0.2923,0.2809,0.5002,0.2156,0.5222
177,0.8724,0.8788,0.8784,0.8775,0.8752,0.8687,0.8768,0.8799,0.8802,0.8527,0.8627,0.2873,0.2806,0.221,0.3365,0.3693,0.3757,0.3972,0.1949,0.4432,0.3741,0.4099
178,0.8745,0.8793,0.8748,0.8749,0.8763,0.8729,0.8741,0.88,0.875,0.8525,0.862,0.2197,0.291,0.1915,0.3601,0.3041,0.3456,0.2689,0.3109,0.2885,0.3974,0.4424
179,0.8733,0.8796,0.8778,0.8764,0.8773,0.8692,0.8713,0.8803,0.8778,0.8559,0.8655,0.1503,0.3565,0.3523,0.2695,0.418,0.4432,0.4749,0.3201,0.3722,0.2947,0.2382
180,0.8749,0.8812,0.8748,0.8766,0.8785,0.8703,0.8729,0.8809,0.876,0.855,0.8644,0.4372,0.2732,0.4408,0.2907,0.2511,0.257,0.1997,0.1426,0.3374,0.3862,0.2878
181,0.8725,0.8778,0.8781,0.8727,0.8773,0.868,0.8727,0.8788,0.8777,0.8535,0.8662,0.3449,0.5001,0.3942,0.2737,0.4507,0.2969,0.3197,0.3202,0.2767,0.3707,0.3327
182,0.8702,0.878,0.8765,0.8781,0.8767,0.8719,0.8685,0.8814,0.8786,0.8505,0.8619,0.1833,0.3811,0.3907,0.3096,0.2922,0.5249,0.3084,0.1873,0.3449,0.2946,0.4536
183,0.8757,0.8754,0.8774,0.8752,0.8768,0.8692,0.873,0.88,0.8749,0.8555,0.8626,0.1897,0.2917,0.3698,0.3166,0.2825,0.3252,0.298,0.1942,0.3861,0.4041,0.2041
184,0.8741,0.8779,0.8822,0.8776,0.8737,0.87,0.8712,0.8796,0.8781,0.8518,0.8619,0.4432,0.3389,0.443,0.3843,0.4185,0.2464,0.2762,0.346,0.3169,0.3887,0.5967
185,0.8736,0.8756,0.8766,0.8748,0.8773,0.8675,0.8769,0.8782,0.8771,0.8511,0.8629,0.3817,0.3664,0.2568,0.3499,0.3138,0.4215,0.2133,0.3162,0.3489,0.418,0.3027
186,0.8737,0.8773,0.8794,0.8764,0.8794,0.8741,0.8707,0.8762,0.879,0.8561,0.8633,0.4236,0.4775,0.4664,0.3515,0.2783,0.3395,0.313,0.2478,0.3096,0.31,0.268
187,0.8748,0.8757,0.8801,0.8768,0.8788,0.8695,0.8733,0.878,0.8785,0.8533,0.8662,0.178,0.4172,0.2194,0.2948,0.288,0.3453,0.3363,0.2683,0.2928,0.4349,0.1588
188,0.8748,0.8778,0.8766,0.8768,0.8757,0.8715,0.8712,0.8787,0.8769,0.8532,0.863,0.4286,0.2695,0.2045,0.3339,0.1883,0.3313,0.1843,0.212,0.2633,0.2988,0.3903
189,0.8695,0.8758,0.879,0.8773,0.8794,0.8717,0.8732,0.8795,0.8786,0.8576,0.8644,0.2995,0.372,0.4719,0.3597,0.2751,0.2592,0.2963,0.2364,0.3055,0.3221,0.2979
190,0.8734,0.8787,0.8795,0.874,0.8796,0.8683,0.8701,0.8797,0.8767,0.8555,0.8659,0.4608,0.253,0.2887,0.2619,0.4772,0.5071,0.3722,0.3074,0.2363,0.3707,0.4586
191,0.8738,0.8767,0.8793,0.8754,0.879,0.8692,0.8746,0.8798,0.8768,0.8574,0.8605,0.5105,0.6298,0.3098,0.2503,0.2237,0.285,0.3327,0.2102,0.2811,0.3848,0.3431
192,0.8719,0.8748,0.88,0.8769,0.8773,0.8738,0.8729,0.8797,0.8752,0.854,0.8651,0.6335,0.2448,0.128,0.4316,0.5912,0.2111,0.3065,0.3636,0.949,0.3583,0.3076
193,0.8759,0.88,0.8783,0.8787,0.8769,0.8677,0.8738,0.8768,0.88,0.8557,0.8628,0.2366,0.1617,0.3934,0.447,0.4589,0.4064,0.1743,0.2731,0.4119,0.5791,0.5125
194,0.8757,0.8767,0.88,0.875,0.8779,0.8684,0.8758,0.8807,0.8793,0.8546,0.8623,0.2979,0.2387,0.3494,0.3044,0.2611,0.2756,0.3536,0.4822,0.1914,0.3127,0.4653
195,0.8722,0.8766,0.8807,0.8744,0.8749,0.8706,0.8735,0.8799,0.8787,0.8572,0.8649,0.1952,0.2575,0.3995,0.4833,0.2253,0.2114,0.3398,0.3096,0.4101,0.3856,0.5014
196,0.8714,0.8803,0.8751,0.8752,0.8764,0.8716,0.8747,0.8786,0.8771,0.8508,0.8623,0.4288,0.3716,0.44,0.2307,0.2446,0.2301,0.273,0.2708,0.3868,0.4605,0.3412
197,0.8731,0.8777,0.8765,0.873,0.8795,0.8678,0.8726,0.8826,0.8799,0.8548,0.8632,0.3343,0.3238,0.3459,0.3573,0.2324,0.2824,0.2403,0.2984,0.3354,0.3419,0.2706
198,0.8697,0.8772,0.8802,0.8772,0.8772,0.8689,0.8706,0.8803,0.8756,0.8552,0.8625,0.3414,0.4378,0.3709,0.3618,0.2956,0.2652,0.2407,0.3643,0.2349,0.4424,0.3942
199,0.8697,0.8775,0.876,0.8735,0.8789,0.8714,0.8727,0.8789,0.8775,0.8561,0.8649,0.2881,0.316,0.2366,0.2946,0.3,0.3703,0.4313,0.1839,0.3071,0.3634,0.4676
200,0.8746,0.8733,0.875,0.8754,0.8751,0.8699,0.8754,0.8786,0.8762,0.8511,0.8621,0.2422,0.3438,0.3401,0.3188,0.2659,0.1759,0.2427,0.3113,0.316,0.3399,0.4866
